canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value
Nc1nc(N)c2cc(CNc3ccc4ccccc4c3)cnc2n1,CHEMBL146039,=,=,IC50,nM,2000.0,IC50,nM,2000.0
Nc1nc(N)c2cc(CNc3ccc4ccccc4c3)cnc2n1,CHEMBL146039,=,=,IC50,nM,830.0,IC50,nM,830.0
CN(Cc1cnc2nc(N)nc(N)c2c1)c1ccc(Cl)c(Cl)c1,CHEMBL147828,=,=,IC50,nM,131.0,IC50,nM,131.0
CN(Cc1cnc2nc(N)nc(N)c2c1)c1ccc(Cl)c(Cl)c1,CHEMBL147828,=,=,IC50,nM,110.0,IC50,nM,110.0
CN(Cc1cnc2nc(N)nc(N)c2c1)c1cc(Cl)c(Cl)c(Cl)c1,CHEMBL149099,=,=,IC50,nM,196.0,IC50,nM,196.0
CN(Cc1cnc2nc(N)nc(N)c2c1)c1cc(Cl)c(Cl)c(Cl)c1,CHEMBL149099,=,=,IC50,nM,1980.0,IC50,nM,1980.0
COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,CHEMBL23532,=,=,IC50,nM,86.0,IC50,nM,86.0
COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC,CHEMBL23532,=,=,IC50,nM,7.4,IC50,nM,7.4
Nc1nc(N)c2cc(CNc3ccccc3)cnc2n1,CHEMBL358003,=,=,IC50,nM,2220.0,IC50,nM,2220.0
Nc1nc(N)c2cc(CNc3ccccc3)cnc2n1,CHEMBL358003,=,=,IC50,nM,270.0,IC50,nM,270.0
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,CHEMBL119,=,=,IC50,nM,42.0,IC50,nM,42.0
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,CHEMBL119,=,=,IC50,nM,10.0,IC50,nM,10.0
C/C=C(\c1cc(OC)c(OC)c(OC)c1)c1cnc(N)nc1N,CHEMBL347759,=,=,IC50,nM,501.19,Log 1/IC50,,6.3
COc1cc(C(O)c2cnc(N)nc2N)cc(OC)c1OC,CHEMBL1260,=,=,IC50,nM,4466.84,Log 1/IC50,,5.35
CC(Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CHEMBL60639,=,=,IC50,nM,1100.0,IC50,uM,1.1
COc1cc(C(O)c2cnc(N)nc2N)cc(OC)c1OC,CHEMBL1260,=,=,IC50,nM,4466.84,Log 1/IC50,,5.35
COc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL18967,=,=,IC50,nM,398.11,Log 1/IC50,,6.4
COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1O,CHEMBL339058,=,=,IC50,nM,302.0,Log 1/IC50,,6.52
Nc1ncc(Cc2ccccc2)c(N)n1,CHEMBL265493,=,=,IC50,nM,1949.84,Log 1/IC50,,5.71
Nc1ncc(Cc2ccc(Br)cc2)c(N)n1,CHEMBL19293,=,=,IC50,nM,501.19,Log 1/IC50,,6.3
Nc1ncc(Cc2cc(CO)cc(CO)c2)c(N)n1,CHEMBL31619,=,=,IC50,nM,1479.11,Log 1/IC50,,5.83
Cc1cc(C)cc(Cc2cnc(N)nc2N)c1,CHEMBL56602,=,=,IC50,nM,35.48,Log 1/IC50,,7.45
CCC(Cc1coc2nc(N)cc(N)c12)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CHEMBL56977,=,=,IC50,nM,440.0,IC50,uM,0.44
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,9.0,IC50,uM,0.009
COc1cc(C(C)c2cnc(N)nc2N)cc(OC)c1OC,CHEMBL141781,=,=,IC50,nM,100000.0,Log 1/IC50,,4.0
C=C(c1cc(OC)c(OC)c(OC)c1)c1cnc(N)nc1N,CHEMBL144153,=,=,IC50,nM,2511.89,Log 1/IC50,,5.6
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,5.888,Log 1/IC50,,8.23
Nc1ncc(Cc2cccc(Cl)c2)c(N)n1,CHEMBL417095,=,=,IC50,nM,724.44,Log 1/IC50,,6.14
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1O,CHEMBL1181,=,=,IC50,nM,10.96,Log 1/IC50,,7.96
COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1OC,CHEMBL325533,=,=,IC50,nM,100.0,Log 1/IC50,,7.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Br,CHEMBL31891,=,=,IC50,nM,2.951,Log 1/IC50,,8.53
Nc1ncc(Cc2cc(O)cc(O)c2)c(N)n1,CHEMBL283279,=,=,IC50,nM,1659586.91,Log 1/IC50,,2.78
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1,CHEMBL287241,=,=,IC50,nM,17.78,Log 1/IC50,,7.75
Nc1ncc(Cc2ccc(-c3ccccc3)cc2)c(N)n1,CHEMBL56101,=,=,IC50,nM,398.11,Log 1/IC50,,6.4
COc1cc(C(C)c2cnc(N)nc2N)cc(OC)c1OC,CHEMBL141781,=,=,IC50,nM,100000.0,Log 1/IC50,,4.0
Nc1ncc(Cc2ccc([N+](=O)[O-])cc2)c(N)n1,CHEMBL19414,=,=,Activity,,6.2,Activity,,6.2
COCCOc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL56757,=,=,Activity,,7.77,Activity,,7.77
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCCCC(=O)O,CHEMBL105006,=,=,IC50,nM,20.0,I50,M,2E-8
NC(=O)COc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31055,=,=,Activity,,6.57,Activity,,6.57
COc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL19633,=,=,Activity,,7.72,Activity,,7.72
CCCCCCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL56282,=,=,IC50,nM,4.0,I50,M,4E-9
CCCCCCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL56282,=,=,Ratio,,1000.0,Ratio,,1000.0
CCCCCCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL56282,=,=,Ratio,,30.0,Ratio,,30.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCC(O)CO,CHEMBL173175,=,=,IC50,nM,14.0,I50,M,1.4E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCC(O)CO,CHEMBL173175,=,=,Ratio,,30.0,Ratio,,30.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCC(O)CO,CHEMBL173175,>,>,Ratio,,30.0,Ratio,,30.0
CCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL173901,=,=,IC50,nM,10.0,I50,M,1E-8
CCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL173901,=,=,Ratio,,30.0,Ratio,,30.0
CCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL173901,=,=,Ratio,,10.0,Ratio,,10.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1,CHEMBL287241,=,=,IC50,nM,56.0,I50,M,5.6E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1,CHEMBL287241,=,=,Ratio,,3.0,Ratio,,3.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1,CHEMBL287241,=,=,Ratio,,3.0,Ratio,,3.0
Nc1ncc(Cc2cccc(F)c2)c(N)n1,CHEMBL19772,=,=,Activity,,6.23,Activity,,6.23
Nc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19672,=,=,Activity,,6.3,Activity,,6.3
COc1ccc(Cc2cnc(N)nc2N)cc1C(F)(F)F,CHEMBL277391,=,=,Activity,,7.69,Activity,,7.69
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCN,CHEMBL171839,=,=,IC50,nM,22.0,I50,M,2.2E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCN,CHEMBL171839,=,=,Ratio,,100.0,Ratio,,100.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCN,CHEMBL171839,>,>,Ratio,,30.0,Ratio,,30.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCC(=O)O,CHEMBL104675,=,=,IC50,nM,320.0,I50,M,3.2E-7
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,5.0,I50,M,5E-9
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,Ratio,,1.0,Ratio,,1.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,Ratio,,1.0,Ratio,,1.0
Nc1ncc(Cc2ccc(OCc3ccccc3)cc2)c(N)n1,CHEMBL56146,=,=,Activity,,6.89,Activity,,6.89
Nc1ncc(Cc2cccc(Cl)c2)c(N)n1,CHEMBL417095,=,=,Activity,,6.65,Activity,,6.65
CCCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL31912,=,=,Activity,,6.07,Activity,,6.07
CCCCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL30937,=,=,Activity,,6.1,Activity,,6.1
COCc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31462,=,=,Activity,,6.59,Activity,,6.59
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Br,CHEMBL31891,=,=,Activity,,8.18,Activity,,8.18
CCCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL174309,=,=,IC50,nM,15.0,I50,M,1.5E-8
CCCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL174309,=,=,Ratio,,30.0,Ratio,,30.0
CCCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL174309,=,=,Ratio,,100.0,Ratio,,100.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCCN1C(=O)c2ccccc2C1=O,CHEMBL172808,=,=,IC50,nM,28.0,I50,M,2.8E-8
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL32039,=,=,IC50,nM,18.0,I50,M,1.8E-8
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL32039,=,=,Ratio,,10.0,Ratio,,10.0
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL32039,=,=,Ratio,,10.0,Ratio,,10.0
COc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL18967,=,=,Activity,,6.93,Activity,,6.93
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1SC,CHEMBL56318,=,=,Activity,,8.07,Activity,,8.07
CCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL170172,=,=,IC50,nM,7.5,I50,M,7.5E-9
CCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL170172,=,=,Ratio,,10.0,Ratio,,10.0
CCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL170172,=,=,Ratio,,30.0,Ratio,,30.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCN,CHEMBL368393,=,=,IC50,nM,46.0,I50,M,4.6E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCN,CHEMBL368393,=,=,Ratio,,10.0,Ratio,,10.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCN,CHEMBL368393,>,>,Ratio,,30.0,Ratio,,30.0
CCc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL174433,=,=,IC50,nM,9.9,I50,M,9.9E-9
CCc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL174433,=,=,Ratio,,3.0,Ratio,,3.0
CCc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL174433,=,=,Ratio,,3.0,Ratio,,3.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCc1ccc([N+](=O)[O-])cc1,CHEMBL173641,=,=,IC50,nM,8.0,I50,M,8E-9
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCl,CHEMBL367218,=,=,IC50,nM,15.0,I50,M,1.5E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCl,CHEMBL367218,=,=,Ratio,,3.0,Ratio,,3.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCl,CHEMBL367218,=,=,Ratio,,10.0,Ratio,,10.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCN1CCCCC1,CHEMBL172131,=,=,IC50,nM,46.0,I50,M,4.6E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1,CHEMBL287241,=,=,Activity,,7.71,Activity,,7.71
COc1ccc(Cc2cnc(N)nc2N)cc1OS(C)(=O)=O,CHEMBL300114,=,=,Activity,,7.8,Activity,,7.8
Nc1ncc(Cc2ccc(OC(F)(F)F)cc2)c(N)n1,CHEMBL19771,=,=,Activity,,6.57,Activity,,6.57
CCCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1,CHEMBL57034,=,=,Activity,,7.69,Activity,,7.69
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Oc1ccc([N+](=O)[O-])cc1,CHEMBL367061,=,=,IC50,nM,7.8,I50,M,7.8E-9
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Oc1ccc([N+](=O)[O-])cc1,CHEMBL367061,=,=,Ratio,,100.0,Ratio,,100.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Oc1ccc([N+](=O)[O-])cc1,CHEMBL367061,>,>,Ratio,,30.0,Ratio,,30.0
COc1ccc(Cc2cnc(N)nc2N)cc1O,CHEMBL301089,=,=,Activity,,6.84,Activity,,6.84
CC(=O)Nc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19113,=,=,Activity,,6.89,Activity,,6.89
CCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL32793,=,=,Activity,,6.89,Activity,,6.89
CCCCCCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL56282,=,=,Activity,,7.2,Activity,,7.2
C=C(C)c1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL57787,=,=,Activity,,8.12,Activity,,8.12
Cc1cc(C)cc(Cc2cnc(N)nc2N)c1,CHEMBL56602,=,=,Activity,,7.04,Activity,,7.04
CCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31946,=,=,Activity,,6.82,Activity,,6.82
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCC(C)C,CHEMBL174404,=,=,IC50,nM,20.0,I50,M,2E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCC(C)C,CHEMBL174404,=,=,Ratio,,100.0,Ratio,,100.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCC(C)C,CHEMBL174404,>,>,Ratio,,30.0,Ratio,,30.0
CCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL285209,=,=,Activity,,6.39,Activity,,6.39
Nc1ncc(Cc2ccc(O)c(O)c2)c(N)n1,CHEMBL279273,=,=,Activity,,6.46,Activity,,6.46
CS(=O)(=O)Oc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL298955,=,=,Activity,,6.6,Activity,,6.6
COc1ccc(Cc2cnc(N)nc2N)cc1OCc1ccccc1,CHEMBL291931,=,=,Activity,,7.66,Activity,,7.66
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCO,CHEMBL172805,=,=,IC50,nM,4.2,I50,M,4.2E-9
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCO,CHEMBL172805,=,=,Ratio,,10.0,Ratio,,10.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCO,CHEMBL172805,=,=,Ratio,,10.0,Ratio,,10.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCN1C(=O)c2ccccc2C1=O,CHEMBL366869,=,=,IC50,nM,18.0,I50,M,1.8E-8
Cc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL19406,=,=,Activity,,6.7,Activity,,6.7
COc1cc(Cc2cnc(N)nc2N)ccc1OS(C)(=O)=O,CHEMBL57383,=,=,Activity,,7.94,Activity,,7.94
COc1cc(COc2c(OC)cc(Cc3cnc(N)nc3N)cc2OC)cc(OC)c1OC,CHEMBL174091,=,=,IC50,nM,20.0,I50,M,2E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCCCCN,CHEMBL369057,=,=,IC50,nM,15.0,I50,M,1.5E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCCCCN,CHEMBL369057,=,=,Ratio,,30.0,Ratio,,30.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCCCCN,CHEMBL369057,=,=,Ratio,,30.0,Ratio,,30.0
Nc1ncc(Cc2ccc(Cl)cc2)c(N)n1,CHEMBL280884,=,=,Activity,,6.45,Activity,,6.45
CCCCCCCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,CHEMBL57160,=,=,Activity,,7.16,Activity,,7.16
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1-n1cccc1,CHEMBL280378,=,=,Activity,,7.66,Activity,,7.66
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C,CHEMBL263732,=,=,IC50,nM,7.4,I50,M,7.4E-9
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C,CHEMBL263732,=,=,Ratio,,3.0,Ratio,,3.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C,CHEMBL263732,=,=,Ratio,,3.0,Ratio,,3.0
Nc1ncc(Cc2cccc(CO)c2)c(N)n1,CHEMBL32067,=,=,Activity,,6.28,Activity,,6.28
Cc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL416177,=,=,Activity,,6.48,Activity,,6.48
COc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,CHEMBL22146,=,=,Activity,,7.53,Activity,,7.53
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCO,CHEMBL173709,=,=,IC50,nM,22.0,I50,M,2.2E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCO,CHEMBL173709,=,=,Ratio,,3.0,Ratio,,3.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCO,CHEMBL173709,=,=,Ratio,,10.0,Ratio,,10.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCN1CCOCC1,CHEMBL366561,=,=,IC50,nM,14.0,I50,M,1.4E-8
CCCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31235,=,=,Activity,,6.25,Activity,,6.25
Nc1ncc(Cc2ccc(O)cc2)c(N)n1,CHEMBL56668,=,=,Activity,,6.45,Activity,,6.45
Nc1ncc(Cc2ccc(-c3ccccc3)cc2)c(N)n1,CHEMBL56101,=,=,Activity,,6.93,Activity,,6.93
Nc1ncc(Cc2cccc(OCc3ccccc3)c2)c(N)n1,CHEMBL274031,=,=,Activity,,6.99,Activity,,6.99
COCCOc1ccc(Cc2cnc(N)nc2N)cc1OCCOC,CHEMBL31402,=,=,Activity,,7.22,Activity,,7.22
CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,CHEMBL21395,=,=,Activity,,7.35,Activity,,7.35
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1,CHEMBL60913,=,=,Activity,,7.69,Activity,,7.69
CCOC(=O)COc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL322001,=,=,IC50,nM,17.0,I50,M,1.7E-8
Nc1ncc(Cc2cc(CO)cc(CO)c2)c(N)n1,CHEMBL31619,=,=,Activity,,6.31,Activity,,6.31
CCCOc1cc(Cc2cnc(N)nc2N)cc(OCCC)c1,CHEMBL56468,=,=,Activity,,7.41,Activity,,7.41
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1N(C)C,CHEMBL293299,=,=,Activity,,7.71,Activity,,7.71
CCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL170369,=,=,IC50,nM,13.0,I50,M,1.3E-8
CCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL170369,=,=,Ratio,,10.0,Ratio,,10.0
CCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL170369,=,=,Ratio,,10.0,Ratio,,10.0
Nc1ncc(Cc2cccc(C(F)(F)F)c2)c(N)n1,CHEMBL19790,=,=,Activity,,7.02,Activity,,7.02
Nc1ncc(Cc2ccc3c(c2)OCO3)c(N)n1,CHEMBL56129,=,=,Activity,,7.13,Activity,,7.13
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,Activity,,8.08,Activity,,8.08
C=CCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL427305,=,=,IC50,nM,5.2,I50,M,5.2E-9
C=CCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL427305,=,=,Ratio,,10.0,Ratio,,10.0
C=CCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL427305,=,=,Ratio,,10.0,Ratio,,10.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Oc1ccc(NC(=O)CBr)cc1,CHEMBL171639,=,=,IC50,nM,4.0,I50,M,4E-9
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Oc1ccc(NC(=O)CBr)cc1,CHEMBL171639,=,=,Ratio,,100.0,Ratio,,100.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Oc1ccc(NC(=O)CBr)cc1,CHEMBL171639,>,>,Ratio,,30.0,Ratio,,30.0
COCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31351,=,=,Activity,,6.53,Activity,,6.53
Nc1ncc(Cc2ccc(Br)cc2)c(N)n1,CHEMBL19293,=,=,Activity,,6.82,Activity,,6.82
CCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31547,=,=,Activity,,6.86,Activity,,6.86
CS(=O)(=O)Oc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL434787,=,=,Activity,,6.92,Activity,,6.92
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCC1CO1,CHEMBL173265,=,=,IC50,nM,14.0,I50,M,1.4E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCC1CO1,CHEMBL173265,=,=,Ratio,,10.0,Ratio,,10.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCC1CO1,CHEMBL173265,=,=,Ratio,,30.0,Ratio,,30.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCN1C(=O)c2ccccc2C1=O,CHEMBL173069,=,=,IC50,nM,18.0,I50,M,1.8E-8
Nc1ncc(Cc2ccccc2)c(N)n1,CHEMBL265493,=,=,Activity,,6.18,Activity,,6.18
COCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL418584,=,=,Activity,,6.4,Activity,,6.4
Nc1ncc(Cc2cccc(I)c2)c(N)n1,CHEMBL29712,=,=,Activity,,7.23,Activity,,7.23
CCc1cc(Cc2cnc(N)nc2N)cc(CC)c1CC,CHEMBL57582,=,=,Activity,,7.82,Activity,,7.82
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC(C)C,CHEMBL355793,=,=,IC50,nM,24.0,I50,M,2.4E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC(C)C,CHEMBL355793,=,=,Ratio,,30.0,Ratio,,30.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC(C)C,CHEMBL355793,=,=,Ratio,,30.0,Ratio,,30.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCCl,CHEMBL176489,=,=,IC50,nM,5.0,I50,M,5E-9
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCCl,CHEMBL176489,=,=,Ratio,,3.0,Ratio,,3.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCCl,CHEMBL176489,=,=,Ratio,,1.0,Ratio,,1.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Oc1ccc(N)cc1,CHEMBL423434,=,=,IC50,nM,6.3,I50,M,6.3E-9
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Oc1ccc(N)cc1,CHEMBL423434,=,=,Ratio,,30.0,Ratio,,30.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1Oc1ccc(N)cc1,CHEMBL423434,=,=,Ratio,,30.0,Ratio,,30.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCc1ccccc1,CHEMBL279509,=,=,IC50,nM,14.0,I50,M,1.4E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCc1ccccc1,CHEMBL279509,=,=,Ratio,,30.0,Ratio,,30.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCc1ccccc1,CHEMBL279509,=,=,Ratio,,30.0,Ratio,,30.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCCCCN1C(=O)c2ccccc2C1=O,CHEMBL174033,=,=,IC50,nM,40.0,I50,M,4E-8
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCCCCN1C(=O)c2ccccc2C1=O,CHEMBL174033,=,=,Ratio,,300.0,Ratio,,300.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCCCCCCN1C(=O)c2ccccc2C1=O,CHEMBL174033,>,>,Ratio,,30.0,Ratio,,30.0
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL32039,=,=,Activity,,8.35,Activity,,8.35
COC(=O)CCCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL318078,=,=,IC50,nM,62.0,I50,M,6.2E-8
Nc1ncc(Cc2ccc(F)cc2)c(N)n1,CHEMBL19780,=,=,Activity,,6.35,Activity,,6.35
COc1cc(Cc2cnc(N)nc2N)ccc1O,CHEMBL59369,=,=,Activity,,7.54,Activity,,7.54
COc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19023,=,=,Activity,,6.82,Activity,,6.82
Nc1ncc(Cc2cccc(Br)c2)c(N)n1,CHEMBL18898,=,=,Activity,,6.96,Activity,,6.96
CCC(C)Oc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL172495,=,=,IC50,nM,16.0,I50,M,1.6E-8
CCC(C)Oc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL172495,=,=,Ratio,,30.0,Ratio,,30.0
CCC(C)Oc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL172495,>,>,Ratio,,30.0,Ratio,,30.0
CCCCOCc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL281760,=,=,Activity,,6.55,Activity,,6.55
CN(C)c1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19383,=,=,Activity,,6.78,Activity,,6.78
CC(=O)Nc1ccc(Cc2cnc(N)nc2N)cc1[N+](=O)[O-],CHEMBL18912,=,=,Activity,,6.97,Activity,,6.97
CCCCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL369211,=,=,IC50,nM,4.2,I50,M,4.2E-9
CCCCCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,CHEMBL369211,=,=,Ratio,,30.0,Ratio,,30.0
