generated_smiles,mol,canonical_smiles,passes_lipinski,max_tanimoto,predicted_active,prob_active,activity_level,rdkit_indicators,predicted_active_2,prob_active_2,activity_level_2
COC1=CC(=C2CCCC(=O)N=C(N)C2=N)C1,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10c6d50>,COC1=CC(=C2CCCC(=O)N=C(N)C2=N)C1,True,0.20634920634920634,0,0.34,High,"[11.23808123212299, 11.23808123212299, 0.02450633030990179, -0.23793325354833272, 0.715102167733802, 25.470588235294116, 233.271, 218.15099999999998, 233.11642672, 90, 0, 0.24719414629757594, -0.5007451451813633, 0.5007451451813633, 0.24719414629757594, 1.4705882352941178, 2.176470588235294, 2.823529411764706, 16.468717935320264, 9.879874060655169, 2.226004357591291, -2.2217075929405286, 2.3088334554646748, -2.2865865745719796, 6.468271053867622, -0.11738510109523606, 2.2266438036671583, 2.3033589877729663, 472.14241323052056, 12.41384908344359, 9.746837839553127, 9.746837839553127, 8.113392202930193, 5.543949142585219, 5.543949142585219, 4.114678792709912, 4.114678792709912, 2.970196105307138, 2.970196105307138, 1.9411578860882062, 1.9411578860882062, -1.91, 5274.919170887498, 11.571752540962677, 4.528375378248557, 2.2746742921783003, 99.55837742645356, 10.470530430962235, 5.759164871656176, 5.835619785757269, 5.907179729351506, 0.0, 0.0, 10.203820789863343, 0.0, 4.992404732635669, 0.0, 0.0, 30.063872412824438, 12.841643245852019, 12.821482544048235, 9.53140013787187, 17.45448451787948, 5.409283605791522, 0.0, 10.726072209797854, 25.683286491704038, 7.109797541277533, 22.981394038628594, 0.0, 0.0, 5.733667477162185, 0.0, 0.0, 0.0, 24.56428205915701, 9.53140013787187, 5.409283605791522, 25.683286491704038, 27.973798771264264, 0.0, 0.0, 0.0, 88.53, 0.0, 4.794537184071822, 0.0, 17.45448451787948, 19.26246486877803, 23.326195554720723, 0.0, 7.109797541277533, 6.076020106833881, 4.992404732635669, 15.879814036753757, 5.083123162845385, 0.0, 14.930612332526113, 7.933737244897959, 7.768134054547746, 0.6976342172671541, 0.0, 4.45657990047871, 0.0, 1.6301790874369337, 0.4166666666666667, 17, 3, 5, 1, 1, 2, 1, 0, 0, 0, 0, 0, 4, 2, 5, 1, 1, 0, 0, 0, 0, 0, 3.0824258405694454, 2, 1.30447, 64.94210000000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.28412968405570815,Low
CCC=NC,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10c6e30>,CCC=NC,True,0.09433962264150944,0,0.0,Low,"[3.7291666666666665, 3.7291666666666665, 1.0520833333333335, 1.0520833333333335, 0.41031255694903107, 10.0, 71.12299999999999, 62.051, 71.073499288, 30, 0, 0.027266831980500915, -0.30087213248109745, 0.30087213248109745, 0.027266831980500915, 1.8, 2.4, 2.4, 14.622075911745796, 10.548598108239293, 1.526093493199249, -1.653698774018238, 1.602385431298147, -1.5995330946029096, 5.555262405045367, 1.2931724239205107, 1.4056390622295665, 2.622415807990217, 30.62919048309069, 4.121320343559642, 3.731670645876131, 3.731670645876131, 2.414213562373095, 1.8207675568975297, 1.8207675568975297, 0.8490213660460795, 0.8490213660460795, 0.3651483716701107, 0.3651483716701107, 0.18257418583505536, 0.18257418583505536, -0.33, 11.245112497836532, 4.67, 3.67, 3.67, 32.729399856879496, 4.992404732635669, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.923737199690624, 12.635422202461326, 7.04767198267719, 0.0, 0.0, 6.2146005795353165, 0.0, 0.0, 4.992404732635669, 13.344558822616634, 7.04767198267719, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.262272562212505, 0.0, 0.0, 13.344558822616634, 4.992404732635669, 0.0, 0.0, 0.0, 12.36, 0.0, 0.0, 0.0, 0.0, 0.0, 6.4208216229260096, 0.0, 7.04767198267719, 6.2146005795353165, 11.916141932326294, 0.0, 0.0, 0.0, 3.7291666666666665, 0.0, 0.0, 0.0, 0.0, 2.9270833333333335, 2.0625, 1.78125, 0.75, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 3.42778, 0, 1.097, 24.706999999999987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.3415762970911358,Low
Cc1nc2c(cc1N)=CC=2,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10c6ea0>,Cc1nc2c(cc1N)=CC=2,True,0.22857142857142856,0,0.48,High,"[5.627037037037037, 5.627037037037037, 0.7806481481481483, 0.7806481481481483, 0.5188347764231473, 12.5, 132.166, 124.10199999999998, 132.068748256, 50, 0, 0.07065762242776774, -0.39724381174073253, 0.39724381174073253, 0.07065762242776774, 1.4, 2.2, 2.7, 14.735243632078735, 10.150863118204354, 1.979214023385926, -2.016615032204134, 1.9936540474467277, -2.3403939508261704, 5.680312715825776, 1.1286031444641835, 1.889858909500292, 2.863890924142027, 351.4539977349052, 7.1378282015046945, 5.756614672258462, 5.756614672258462, 4.770856947829096, 3.2239226018073563, 3.2239226018073563, 2.4708085096996335, 2.4708085096996335, 1.7334620892744133, 1.7334620892744133, 0.9951662975330517, 0.9951662975330517, -1.31, 196.54532658803038, 5.472993116860019, 1.5949056030206288, 0.5586749750642317, 58.70073092274827, 5.733667477162185, 0.0, 0.0, 0.0, 0.0, 0.0, 4.9839785209472085, 0.0, 0.0, 0.0, 6.076020106833881, 19.066124374986114, 5.218649975604868, 16.730440748288355, 0.0, 17.839426488351325, 0.0, 4.9839785209472085, 0.0, 6.923737199690624, 5.733667477162185, 22.328071517671273, 0.0, 0.0, 16.301443931523387, 5.687386274683562, 0.0, 0.0, 4.9839785209472085, 0.0, 6.923737199690624, 5.693927994848461, 6.06636706846161, 0.0, 12.152040213667762, 0.0, 38.91, 0.0, 0.0, 0.0, 0.0, 0.0, 21.949090723893224, 0.0, 0.0, 25.142144481819994, 4.9839785209472085, 5.733667477162185, 0.0, 0.0, 4.247685185185185, 2.217407407407408, 7.327222222222223, 0.0, 1.9560185185185186, 3.9999074074074072, 1.918425925925926, 0.0, 0.125, 10, 2, 2, 1, 0, 1, 0, 0, 1, 1, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0.8728907387373379, 2, -0.45318000000000014, 41.56640000000001, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.38932894337879576,Medium
CC1CN=C(N)C1=N,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10c6f80>,CC1CN=C(N)C1=N,True,0.21621621621621623,0,0.37,High,"[7.204861111111111, 7.204861111111111, 0.24537037037037002, 0.24537037037037002, 0.4542475800661022, 28.375, 111.148, 102.07600000000001, 111.07964728799999, 44, 0, 0.1394723490561423, -0.38249339856015013, 0.38249339856015013, 0.1394723490561423, 1.875, 2.5, 2.625, 14.914456540105581, 10.103877354852381, 2.1697323030845923, -1.9566097837199297, 2.0418608651463734, -2.218253664414984, 6.411792398991731, 0.8124971309260383, 1.9843434788584127, 2.731301710634753, 147.75277207532298, 6.146264369941973, 4.809020915065757, 4.809020915065757, 3.7152140551632704, 2.6027833926099317, 2.6027833926099317, 2.0406511847748714, 2.0406511847748714, 1.304245224774914, 1.304245224774914, 0.6641900909606913, 0.6641900909606913, -0.8600000000000001, 75.40505219661968, 5.280056022408964, 1.5776791973514772, 0.5977594185355367, 48.11375251402438, 11.142951082953708, 5.835619785757269, 0.0, 0.0, 0.0, 0.0, 4.992404732635669, 0.0, 0.0, 0.0, 6.923737199690624, 0.0, 12.462662452073968, 5.711685002770702, 0.0, 11.54730478852797, 5.409283605791522, 0.0, 16.643978255959247, 6.923737199690624, 6.544756405912575, 0.0, 0.0, 0.0, 5.733667477162185, 0.0, 0.0, 0.0, 18.092061194440547, 0.0, 11.327189651952915, 6.923737199690624, 4.992404732635669, 0.0, 0.0, 0.0, 62.23, 0.0, 0.0, 0.0, 5.917906046161393, 18.092061194440547, 0.0, 0.0, 0.0, 6.923737199690624, 4.992404732635669, 11.142951082953708, 0.0, 0.0, 3.8680555555555554, 7.204861111111111, 5.784861111111111, 0.6597222222222221, 0.0, 0.0, 2.6491666666666664, 0.0, 0.6, 8, 3, 3, 0, 1, 1, 0, 0, 0, 0, 1, 0, 3, 2, 3, 1, 0, 0, 0, 0, 0, 1, 1.041279318425626, 1, 0.013070000000000082, 33.38009999999999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.385557021227782,Medium
CCNO,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10c6ff0>,CCNO,True,0.1282051282051282,0,0.0,Low,"[7.625, 7.625, 0.625, 0.625, 0.4176433471424069, 7.5, 61.084, 54.028, 61.052763844, 26, 0, 0.017860624051172155, -0.31682558608465167, 0.31682558608465167, 0.017860624051172155, 2.0, 2.25, 2.25, 16.45218562709555, 10.829822502789565, 1.5130369252479758, -1.7499915256841307, 1.33658667689273, -2.0223025820111067, 4.044136660568369, 0.1729179366768521, 1.370950594454669, 1.9747448713915894, 8.0, 3.414213562373095, 2.6543203766865053, 2.6543203766865053, 1.914213562373095, 1.2842669695298001, 1.2842669695298001, 0.5116672736016927, 0.5116672736016927, 0.15811388300841894, 0.15811388300841894, 0.0, 0.0, -0.08, 6.854752972273345, 3.9200000000000004, 2.92, 1.9199999999999995, 25.402327577508192, 5.20725302477729, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.480096598121202, 0.0, 0.0, 6.923737199690624, 0.0, 6.544756405912575, 0.0, 5.20725302477729, 0.0, 0.0, 5.480096598121202, 0.0, 6.923737199690624, 6.544756405912575, 0.0, 0.0, 0.0, 5.480096598121202, 0.0, 0.0, 0.0, 11.752009430689865, 0.0, 0.0, 6.923737199690624, 0.0, 0.0, 0.0, 0.0, 32.26, 0.0, 0.0, 0.0, 0.0, 6.544756405912575, 0.0, 0.0, 0.0, 12.403833797811826, 0.0, 5.20725302477729, 0.0, 0.0, 0.0, 7.625, 1.9305555555555556, 0.0, 0.0, 0.0, 2.4444444444444446, 0.0, 1.0, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 1, 0, 0, 0, 0, 0, 2.8616, 0, -0.014900000000000024, 15.463200000000002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.2987302997504208,Low
CCCC=C1C=C(Cc2cnc(N)nc2N)C=C1OC,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10c7060>,CCCC=C1C=C(Cc2cnc(N)nc2N)C=C1OC,True,0.4716981132075472,1,0.9388888888888889,High,"[5.8566165578949665, 5.8566165578949665, 0.1975044785795148, 0.1975044785795148, 0.8589325908314378, 16.2, 272.35200000000003, 252.19199999999995, 272.16371126, 106, 0, 0.22143163563802765, -0.4961382624670276, 0.4961382624670276, 0.22143163563802765, 1.3, 2.1, 2.75, 16.468256075365836, 10.087293747053227, 2.140911163777438, -2.035355543575194, 2.2741256076666674, -2.033820776743598, 5.532560264088134, 0.30350426005689385, 2.8148591913833836, 2.1918059976883866, 587.5363517196434, 14.535169427003234, 11.888097440161179, 11.888097440161179, 9.634560252985372, 6.6732546482883555, 6.6732546482883555, 4.695562780694529, 4.695562780694529, 3.125979125669962, 3.125979125669962, 2.0928328592034227, 2.0928328592034227, -2.3, 39906.25875624223, 14.116368783779917, 6.23231691622886, 3.172771652217826, 118.60374871320296, 16.20419790812442, 11.577027649491203, 0.0, 5.948339280986494, 0.0, 0.0, 0.0, 4.9839785209472085, 4.9839785209472085, 0.0, 19.420578929450514, 24.14596636666304, 23.75422121630535, 7.109797541277533, 4.736862953800049, 11.766202058821523, 0.0, 9.967957041894417, 0.0, 26.186202068468653, 18.5771324956019, 46.89372931560643, 0.0, 0.0, 11.46733495432437, 11.766202058821523, 0.0, 0.0, 17.077754583171952, 11.157684576726059, 0.0, 25.328831937239638, 41.330277823909434, 0.0, 0.0, 0.0, 87.05, 0.0, 0.0, 0.0, 5.948339280986494, 12.238684400761038, 35.31046866934372, 0.0, 13.30664111289061, 6.076020106833881, 29.0437344552528, 16.20419790812442, 5.396354219156798, 0.0, 7.956799932170602, 0.0, 14.477543438650248, 1.5170780225032576, 0.0, 10.81658375026115, 2.1520223280579245, 1.683618309200019, 0.3333333333333333, 20, 4, 5, 1, 0, 1, 0, 0, 1, 1, 0, 0, 5, 2, 5, 1, 5, 0, 0, 0, 0, 0, 4.39888419834383, 2, 2.3803, 80.72680000000001, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,0.5736914285714285,High
CCC1CC1,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10c7220>,CCC1CC1,True,0.12244897959183673,0,0.0,Low,"[2.261574074074074, 2.261574074074074, 1.134259259259259, 1.134259259259259, 0.4410497751190364, 23.4, 70.135, 60.05499999999999, 70.07825032, 30, 0, -0.04167060163011753, -0.0651181786217329, 0.0651181786217329, 0.04167060163011753, 1.6, 2.2, 2.2, 14.226496913389497, 10.33655028010373, 2.167690129875339, -1.724171930603114, 2.308513538986659, -1.5917509072980902, 4.693333760135435, 0.7993462578049558, 2.1209520310264027, 1.9989394851788977, 27.019550008653876, 3.698670612749268, 3.698670612749268, 3.698670612749268, 2.431851652578137, 2.431851652578137, 2.431851652578137, 1.8516239634379272, 1.8516239634379272, 1.2742736942483015, 1.2742736942483015, 0.5260994206616209, 0.5260994206616209, 0.0, 29.69332843436964, 3.2, 1.0, 0.64, 33.19318833188675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.186202068468653, 5.917906046161393, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.917906046161393, 26.186202068468653, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.917906046161393, 26.186202068468653, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.917906046161393, 19.26246486877803, 0.0, 0.0, 6.923737199690624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.134259259259259, 0.0, 4.4375, 2.261574074074074, 0.0, 1.0, 5, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0.64, 1, 1.8064, 23.014999999999993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.39973552140156715,Medium
CCCNON,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10c77d0>,CCCNON,True,0.17777777777777778,0,0.05,Medium,"[4.603472222222222, 4.603472222222222, 0.8159722222222222, 0.8159722222222222, 0.3721590774132662, 9.0, 90.126, 80.046, 90.07931294, 38, 0, 0.02257949648215321, -0.21699162820379314, 0.21699162820379314, 0.02257949648215321, 1.8333333333333333, 2.5, 2.6666666666666665, 16.75827707236325, 10.510752663053244, 1.713326558597496, -1.9158953040938926, 1.6396783129714574, -2.1864871548559393, 4.2277787887968685, 0.04119737066357141, 1.6143308351592656, 2.3390923149762908, 20.754887502163466, 4.82842712474619, 3.899812122026584, 3.899812122026584, 2.914213562373095, 2.0004865774072687, 2.0004865774072687, 1.0121886974951642, 1.0121886974951642, 0.43539540594929904, 0.43539540594929904, 0.1609876377148447, 0.1609876377148447, -0.12, 20.986300857070454, 5.88, 4.880000000000001, 3.88, 37.380510365706364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.938314213673218, 11.377072069398258, 0.0, 6.923737199690624, 6.4208216229260096, 6.544756405912575, 0.0, 4.938314213673218, 0.0, 0.0, 5.480096598121202, 5.896975471277056, 13.344558822616634, 6.544756405912575, 0.0, 0.0, 0.0, 11.377072069398258, 0.0, 0.0, 0.0, 6.544756405912575, 4.938314213673218, 0.0, 13.344558822616634, 0.0, 0.0, 0.0, 0.0, 47.28, 0.0, 0.0, 0.0, 0.0, 0.0, 12.965578028838586, 0.0, 0.0, 6.923737199690624, 16.315386283071476, 0.0, 0.0, 0.0, 4.032222222222222, 0.0, 2.4756944444444446, 4.603472222222222, 0.0, 1.0388888888888888, 2.8497222222222223, 0.0, 1.0, 6, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 3, 0, 3, 0, 0, 0, 0, 0, 4.782400000000001, 0, -0.2087, 23.5661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.3179881945637899,Low
CC(=N)N=CN,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10c7b50>,CC(=N)N=CN,True,0.16216216216216217,0,0.15,Medium,"[6.616388888888888, 6.616388888888888, 0.23379629629629672, 0.23379629629629672, 0.3146689607624412, 9.5, 85.11, 78.054, 85.06399722399999, 34, 0, 0.11854823768217425, -0.38967634256685146, 0.38967634256685146, 0.11854823768217425, 2.0, 2.5, 2.5, 14.846060596006991, 10.723094835768666, 1.6702448035910449, -1.742142093837811, 1.6249416396177498, -1.910155479645433, 5.833812964052586, 1.412736462090693, 1.3485878960124225, 3.3016278719934826, 74.10749561002055, 4.99156383156272, 3.6019141338792093, 3.6019141338792093, 2.770055610029662, 1.5651390208304736, 1.5651390208304736, 0.863580839998535, 0.863580839998535, 0.2681847665603639, 0.2681847665603639, 0.11180339887498951, 0.11180339887498951, -0.8600000000000001, 14.834466856136647, 5.14, 2.381545893719806, 3.1399999999999997, 36.389699438760395, 5.733667477162185, 5.835619785757269, 0.0, 0.0, 0.0, 0.0, 5.409283605791522, 4.992404732635669, 0.0, 0.0, 0.0, 6.923737199690624, 0.0, 6.338535362521884, 0.0, 12.174155148279153, 5.409283605791522, 0.0, 10.726072209797854, 6.923737199690624, 0.0, 0.0, 0.0, 0.0, 5.733667477162185, 0.0, 0.0, 0.0, 12.174155148279153, 0.0, 5.409283605791522, 6.923737199690624, 4.992404732635669, 0.0, 0.0, 0.0, 62.230000000000004, 0.0, 0.0, 0.0, 5.835619785757269, 0.0, 6.338535362521884, 0.0, 6.923737199690624, 0.0, 4.992404732635669, 11.142951082953708, 0.0, 0.0, 3.361111111111111, 6.616388888888888, 4.796944444444445, 0.23379629629629672, 0.0, 1.099537037037037, 1.5588888888888888, 0.0, 0.3333333333333333, 6, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 2.0401909822866338, 0, -0.029429999999999956, 26.080099999999998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.35981804234164516,Low
C=NC(C)CC,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10c8190>,C=NC(C)CC,True,0.125,0,0.01,Low,"[3.7569444444444446, 3.7569444444444446, 0.44907407407407385, 0.44907407407407385, 0.45029919373507166, 13.666666666666666, 85.15, 74.06199999999998, 85.08914935199999, 36, 0, 0.04611967684107347, -0.2979261297698666, 0.2979261297698666, 0.04611967684107347, 1.8333333333333333, 2.3333333333333335, 2.3333333333333335, 14.7173536643293, 10.278911400903358, 1.8482165269275515, -1.9361006380210697, 1.8950301643213983, -1.8994253161432453, 5.232983420765027, 0.7223138877011247, 1.6500224216483543, 2.964900494759057, 41.20310343869659, 4.99156383156272, 4.4387774270626785, 4.4387774270626785, 2.808060412490447, 2.2671319966040353, 2.2671319966040353, 1.439843842344998, 1.439843842344998, 0.9024961070075543, 0.9024961070075543, 0.12909944487358055, 0.12909944487358055, -0.33, 19.800269059780252, 5.670000000000001, 2.884132762312634, 1.9424795640326975, 39.09434197127611, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.992404732635669, 0.0, 0.0, 0.0, 6.923737199690624, 20.062074978916566, 6.041840829147961, 0.0, 0.0, 6.717516156299933, 0.0, 0.0, 4.992404732635669, 26.31013685145522, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.759356985447894, 0.0, 0.0, 20.268296022307258, 4.992404732635669, 0.0, 0.0, 0.0, 12.36, 0.0, 0.0, 0.0, 0.0, 6.041840829147961, 6.4208216229260096, 0.0, 0.0, 6.923737199690624, 18.633658088626227, 0.0, 0.0, 0.0, 3.7569444444444446, 0.0, 0.0, 0.0, 0.44907407407407385, 1.1006944444444446, 7.52662037037037, 0.0, 0.8, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 1, 2.7255054603854396, 0, 1.4855, 29.301999999999985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.39681697391749815,Medium
COC1C=NC1=N,<rdkit.Chem.rdchem.Mol object at 0x7fa7c10c8200>,COC1C=NC1=N,True,0.15217391304347827,0,0.05,Medium,"[6.864212962962963, 6.864212962962963, 0.12500000000000022, -0.12500000000000022, 0.4949857038717785, 27.571428571428573, 98.105, 92.057, 98.048012812, 38, 0, 0.1546004400158466, -0.3677314574314193, 0.3677314574314193, 0.1546004400158466, 2.0, 2.7142857142857144, 2.7142857142857144, 16.47763396058942, 10.261365874319958, 2.1613518149282656, -2.1359796642607236, 1.9845415110708324, -2.3001909770345805, 6.109200699432211, 0.2006206891546438, 1.648238712995888, 2.4863519383541046, 118.8582023226588, 5.276020881938894, 4.010162424343072, 4.010162424343072, 3.342535255101096, 1.9977647062846655, 1.9977647062846655, 1.319713875167438, 1.319713875167438, 0.8724476011691783, 0.8724476011691783, 0.3824175151583749, 0.3824175151583749, -0.7, 34.613012972913644, 4.458730158730159, 1.4225141529975318, 0.5440380808747288, 41.522464932121935, 4.736862953800049, 0.0, 11.939586173505571, 0.0, 0.0, 0.0, 5.409283605791522, 4.992404732635669, 0.0, 0.0, 0.0, 0.0, 13.32439812081285, 0.0, 4.736862953800049, 12.050220365292585, 5.409283605791522, 0.0, 4.992404732635669, 6.103966387748303, 7.109797541277533, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.263984294318423, 4.736862953800049, 5.409283605791522, 0.0, 4.992404732635669, 0.0, 0.0, 0.0, 45.44, 0.0, 0.0, 0.0, 6.103966387748303, 5.835619785757269, 0.0, 0.0, 13.32439812081285, 0.0, 4.992404732635669, 10.146146559591571, 4.724537037037037, 0.0, 3.5550462962962963, 6.864212962962963, 0.0, 0.3217592592592595, 0.0, 1.474537037037037, 0.0, 1.5599074074074073, 0.5, 7, 1, 3, 0, 1, 1, 0, 0, 0, 0, 1, 0, 2, 1, 3, 1, 1, 0, 0, 0, 0, 1, 0.9060866793129404, 1, 0.06307000000000001, 27.0157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.29219039309145756,Low
